date,category,title,description,price_pre_30d,price_event_t0,price_post_5d,price_post_30d,pre_30d_return_pct,event_jump_pct,post_5d_return_pct,post_30d_return_pct
2023-05-14,SEÇİM,14 Mayıs 2023 Cumhurbaşkanlığı (1. Tur) ve Genel Seçimler,Meclis çoğunluğu ve 2. tura kalan cumhurbaşkanlığı seçimi.,5124.27,4501.18,4470.98,5495.47,-12.16,-5.33,-0.67,22.09
2023-05-25,FAİZ_SABİT,TCMB PPK (Seçim Arası Faiz %8.50 Sabit),,5022.77,4427.98,4959.77,5732.87,-11.84,3.52,12.01,29.47
2023-05-28,SEÇİM,28 Mayıs 2023 Cumhurbaşkanlığı (2. Tur) Seçimi,Seçim belirsizliğinin sona ermesi ve yeni kabine beklentisi.,4890.97,4768.57,5372.67,6015.27,-2.5,11.82,12.67,26.14
2023-06-22,FAİZ_ARTISI,Rasyonel Dönüş İlk Faiz Artışı (%8.50 -> %15.00),,4424.88,5428.27,6003.87,6856.06,22.68,7.63,10.6,26.3
2023-07-20,FAİZ_ARTISI,TCMB 250 bps Faiz Artışı (%15.00 -> %17.50),,5475.47,6682.06,6856.06,7796.66,22.04,1.77,2.6,16.68
2023-08-24,FAİZ_ARTISI,TCMB 750 bps Sürpriz Faiz Artışı (%17.50 -> %25.00),,6743.86,7491.86,8056.06,8242.26,11.09,1.51,7.53,10.02
2023-09-21,FAİZ_ARTISI,TCMB 500 bps Faiz Artışı (%25.00 -> %30.00),,7771.26,8000.46,8218.66,7750.36,2.95,4.14,2.73,-3.13
2023-10-26,FAİZ_ARTISI,TCMB 500 bps Faiz Artışı (%30.00 -> %35.00),,8213.76,7662.06,7663.56,8107.16,-6.72,3.79,0.02,5.81
2023-11-23,FAİZ_ARTISI,TCMB 500 bps Faiz Artışı (%35.00 -> %40.00),,7424.96,7898.56,7948.56,7299.26,6.38,-0.34,0.63,-7.59
2023-12-21,FAİZ_ARTISI,TCMB 250 bps Faiz Artışı (%40.00 -> %42.50),,7986.96,7764.96,7470.16,8090.86,-2.78,-1.37,-3.8,4.2
2024-01-25,FAİZ_ARTISI,TCMB 250 bps Faiz Artışı (%42.50 -> %45.00),,7299.26,8169.86,8646.05,9334.05,11.93,3.16,5.83,14.25
2024-02-22,FAİZ_SABİT,Fatih Karahan İlk Karar (Faiz %45.00 Sabit),,8090.86,9347.15,9193.65,9029.35,15.53,0.67,-1.64,-3.4
2024-03-21,FAİZ_ARTISI,TCMB 500 bps Sürpriz Faiz Artışı (%45.00 -> %50.00),,9312.05,9140.65,9079.95,9915.55,-1.84,1.75,-0.66,8.48
2024-03-31,SEÇİM,31 Mart 2024 Mahalli İdareler Genel Seçimleri,Yerel yönetimler genel seçimi.,9193.65,9157.45,9756.65,10247.75,-0.39,-0.43,6.54,11.91
2024-04-25,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,9140.65,9716.75,10276.85,10677.44,6.3,1.99,5.76,9.89
2024-05-23,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,9644.95,10792.44,10481.24,10680.84,11.9,-2.04,-2.88,-1.03
2024-06-27,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,10676.64,10680.84,10872.54,10691.64,0.04,1.54,1.79,0.1
2024-07-23,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,10771.34,11089.44,10691.64,9921.35,2.95,-1.62,-3.59,-10.53
2024-08-20,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,11172.74,9982.25,9748.75,9900.25,-10.66,-1.49,-2.34,-0.82
2024-09-19,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,9982.25,9975.55,9829.15,8654.35,-0.07,1.29,-1.47,-13.24
2024-10-17,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,9774.45,9002.25,8872.85,9232.85,-7.9,-1.81,-1.44,2.56
2024-11-21,FAİZ_SABİT,TCMB PPK (Faiz %50.00 Sabit),,8838.55,9367.75,9640.05,9626.55,5.99,5.74,2.91,2.76
2024-12-26,FAİZ_INDIRIMI,TCMB İlk İndirim Adımı (%50.00 -> %47.50),,9636.05,9948.95,10075.15,10121.75,3.25,3.65,1.27,1.74
2025-01-23,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%47.50 -> %45.00),,9626.55,10112.75,10082.05,9574.75,5.05,-0.0,-0.3,-5.32
2025-02-20,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%45.00 -> %42.50),,10105.35,9807.45,9741.05,9299.35,-2.95,-1.65,-0.68,-5.18
2025-03-20,FAİZ_SABİT,TCMB PPK Faiz Kararı (%42.50 Sabit),,9763.65,9810.85,9612.75,9490.85,0.48,-8.27,-2.02,-3.26
2025-04-17,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%42.50 -> %40.00),,10862.04,9395.95,9432.55,9475.15,-13.5,0.55,0.39,0.84
2025-05-22,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%40.00 -> %37.50),,9317.15,9475.15,9170.55,9418.45,1.7,-0.46,-3.21,-0.6
2025-06-19,FAİZ_SABİT,TCMB PPK Faiz Kararı (%37.50 Sabit),,9668.35,9101.95,9301.05,10616.04,-5.86,0.08,2.19,16.63
2025-07-24,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%37.50 -> %35.00),,9448.85,10689.04,10743.14,11477.8,13.13,0.48,0.51,7.38
2025-08-21,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%35.00 -> %32.50),,10591.94,11313.84,11368.8,11468.1,6.82,2.13,0.49,1.36
2025-09-18,FAİZ_SABİT,TCMB PPK Faiz Kararı (%32.50 Sabit),,11134.64,11048.1,11377.6,10484.4,-0.78,1.15,2.98,-5.1
2025-10-23,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%32.50 -> %30.00),,11366.9,10608.3,10971.5,10857.2,-6.67,3.7,3.42,2.35
2025-11-20,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%30.00 -> %27.50),,10467.2,10979.7,10945.5,11311.1,4.9,0.17,-0.31,3.02
2025-12-25,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%27.50 -> %25.00),,10857.2,11294.4,11702.0,13407.4,4.03,-1.24,3.61,18.71
2026-01-22,FAİZ_SABİT,TCMB PPK Faiz Kararı (%25.00 Sabit),,11311.1,12851.5,13831.1,14061.7,13.62,2.08,7.62,9.42
2026-02-19,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%25.00 -> %23.00),,12728.2,13804.2,13878.5,12930.2,8.45,-2.28,0.54,-6.33
2026-03-19,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%23.00 -> %21.00),,14259.9,13047.7,12698.2,14375.4,-8.5,0.4,-2.68,10.18
2026-04-23,FAİZ_SABİT,TCMB PPK Faiz Kararı (%21.00 Sabit),,12930.2,14409.1,14369.6,14200.2,11.44,1.52,-0.27,-1.45
2026-05-21,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%21.00 -> %19.00),,14587.9,13163.9,14200.2,14259.8,-9.76,-1.45,7.87,8.33
2026-06-18,FAİZ_SABİT,TCMB PPK Faiz Kararı (%19.00 Sabit),,14644.7,14827.4,14259.8,13974.1,1.25,2.17,-3.83,-5.75
2026-07-23,FAİZ_INDIRIMI,TCMB PPK Faiz Kararı (%19.00 -> %17.50),,14539.6,14077.7,13292.9,14501.5,-3.18,-1.38,-5.57,3.01
2026-08-20,FAİZ_SABİT,TCMB PPK Faiz Kararı (%17.50 Sabit),,14138.9,14396.5,14610.9,14610.9,1.82,0.39,1.49,1.49
